,Gender,Age Group,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount
9383,Female,36-45,Single,Uttar Pradesh,Central,Hospitality,Electronics & Gadgets,2,4175
9384,Male,0-17,Single,Delhi,Central,Others,Electronics & Gadgets,2,4174
9385,Female,18-25,Married,Madhya Pradesh,Central,Hospitality,Electronics & Gadgets,4,4174
9386,Female,36-45,Married,Karnataka,Southern,Others,Food,4,4172
9387,Female,55+,Married,Maharashtra,Western,IT Sector,Food,2,4171
9388,Female,26-35,Married,Uttar Pradesh,Central,Healthcare,Electronics & Gadgets,2,4171
9389,Male,26-35,Married,Karnataka,Southern,Others,Electronics & Gadgets,3,4169
9390,Female,26-35,Single,Rajasthan,Northern,Aviation,Food,3,4169
9391,Female,26-35,Single,Andhra Pradesh,Southern,Others,Electronics & Gadgets,2,4166
9392,Male,26-35,Single,Haryana,Northern,IT Sector,Electronics & Gadgets,1,4164
9393,Male,26-35,Single,Telangana,Southern,IT Sector,Electronics & Gadgets,4,4164
9394,Male,26-35,Married,Karnataka,Southern,Media,Food,3,4161
9395,Female,26-35,Single,Bihar,Eastern,Others,Food,1,4160
9396,Male,18-25,Single,Uttarakhand,Central,Banking,Electronics & Gadgets,2,4159
9397,Female,26-35,Single,Uttar Pradesh,Central,Others,Food,1,4157
9398,Male,55+,Single,Uttar Pradesh,Central,Banking,Electronics & Gadgets,3,4156
9399,Female,26-35,Married,Andhra Pradesh,Southern,Banking,Electronics & Gadgets,1,4154
9400,Female,26-35,Single,Haryana,Northern,Healthcare,Food,4,4154
9401,Male,18-25,Single,Maharashtra,Western,Govt,Electronics & Gadgets,2,4154
9402,Female,26-35,Single,Maharashtra,Western,Healthcare,Food,1,4153
9403,Female,26-35,Single,Madhya Pradesh,Central,Others,Food,1,4150
9404,Male,46-50,Single,Uttar Pradesh,Central,Hospitality,Electronics & Gadgets,1,4150
9405,Male,55+,Married,Maharashtra,Western,Others,Electronics & Gadgets,1,4149
9406,Male,0-17,Single,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,4,4147
9407,Female,51-55,Single,Himachal Pradesh,Northern,Healthcare,Electronics & Gadgets,3,4144
9408,Male,55+,Married,Uttar Pradesh,Central,Others,Footwear & Shoes,3,4144
9409,Female,36-45,Married,Karnataka,Southern,Others,Footwear & Shoes,2,4143
9410,Male,55+,Married,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,3,4143
9411,Female,26-35,Single,Haryana,Northern,IT Sector,Electronics & Gadgets,2,4142
9412,Male,55+,Single,Uttar Pradesh,Central,Healthcare,Food,4,4139
9413,Male,26-35,Single,Himachal Pradesh,Northern,Hospitality,Electronics & Gadgets,1,4138
9414,Female,26-35,Married,Himachal Pradesh,Northern,Others,Electronics & Gadgets,3,4135
9415,Female,55+,Married,Gujarat,Western,IT Sector,Electronics & Gadgets,3,4133
9416,Female,55+,Married,Rajasthan,Northern,IT Sector,Electronics & Gadgets,3,4133
9417,Female,36-45,Single,Punjab,Northern,IT Sector,Electronics & Gadgets,2,4128
9418,Female,51-55,Single,Uttar Pradesh,Central,Aviation,Food,3,4128
9419,Male,55+,Single,Haryana,Northern,Aviation,Footwear & Shoes,1,4127
9420,Female,26-35,Single,Maharashtra,Western,Aviation,Electronics & Gadgets,3,4127
9421,Male,55+,Married,Kerala,Southern,Hospitality,Footwear & Shoes,4,4125
9422,Female,51-55,Single,Uttar Pradesh,Central,Aviation,Electronics & Gadgets,1,4124
9423,Female,26-35,Married,Gujarat,Western,Hospitality,Electronics & Gadgets,3,4123
9424,Female,26-35,Single,Maharashtra,Western,Banking,Electronics & Gadgets,4,4123
9425,Female,26-35,Single,Uttar Pradesh,Central,Hospitality,Electronics & Gadgets,4,4122
9426,Female,18-25,Single,Maharashtra,Western,IT Sector,Food,3,4119
9427,Female,26-35,Married,Delhi,Central,Hospitality,Footwear & Shoes,4,4118
9428,Male,26-35,Single,Kerala,Southern,IT Sector,Electronics & Gadgets,3,4118
9429,Male,51-55,Married,Jharkhand,Eastern,Banking,Electronics & Gadgets,1,4115
9430,Female,18-25,Single,Uttarakhand,Central,Aviation,Electronics & Gadgets,2,4113
9431,Female,36-45,Married,Madhya Pradesh,Central,Aviation,Electronics & Gadgets,3,4112
9432,Male,18-25,Single,Rajasthan,Northern,Others,Electronics & Gadgets,2,4111
9433,Female,26-35,Married,Kerala,Southern,Hospitality,Electronics & Gadgets,1,4110
9434,Female,26-35,Single,Bihar,Eastern,Banking,Electronics & Gadgets,3,4109
9435,Female,26-35,Single,Uttar Pradesh,Central,Healthcare,Electronics & Gadgets,4,4108
9436,Female,36-45,Single,Jharkhand,Eastern,Others,Electronics & Gadgets,2,4107
9437,Female,46-50,Married,Himachal Pradesh,Northern,Others,Electronics & Gadgets,2,4105
9438,Female,26-35,Single,Karnataka,Southern,Aviation,Food,3,4105
9439,Female,46-50,Single,Madhya Pradesh,Central,Banking,Electronics & Gadgets,2,4105
9440,Female,26-35,Single,Andhra Pradesh,Southern,Healthcare,Electronics & Gadgets,1,4103
9441,Male,26-35,Single,Uttar Pradesh,Central,Others,Electronics & Gadgets,2,4103
9442,Male,36-45,Single,Kerala,Southern,Healthcare,Food,1,4102
9443,Male,46-50,Single,Gujarat,Western,Aviation,Furniture,4,4101
9444,Female,26-35,Single,Karnataka,Southern,IT Sector,Food,3,4092
9445,Female,46-50,Single,Bihar,Eastern,Hospitality,Electronics & Gadgets,1,4089
9446,Female,26-35,Single,Kerala,Southern,Aviation,Electronics & Gadgets,3,4088
9447,Female,26-35,Single,Jharkhand,Eastern,Others,Electronics & Gadgets,3,4086
9448,Female,36-45,Single,Madhya Pradesh,Central,Govt,Food,1,4086
9449,Female,46-50,Single,Rajasthan,Northern,IT Sector,Electronics & Gadgets,1,4086
9450,Female,26-35,Married,Himachal Pradesh,Northern,IT Sector,Electronics & Gadgets,4,4085
9451,Female,46-50,Married,Karnataka,Southern,Aviation,Footwear & Shoes,3,4085
9452,Female,26-35,Married,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,4,4085
9453,Female,26-35,Single,Andhra Pradesh,Southern,Media,Electronics & Gadgets,3,4084
9454,Female,51-55,Single,Jharkhand,Eastern,Others,Electronics & Gadgets,4,4084
9455,Female,26-35,Single,Delhi,Central,Others,Food,1,4083
9456,Male,26-35,Single,Karnataka,Southern,Hospitality,Electronics & Gadgets,3,4082
9457,Female,26-35,Single,Haryana,Northern,Hospitality,Electronics & Gadgets,3,4081
9458,Female,26-35,Single,Karnataka,Southern,Others,Electronics & Gadgets,2,4081
9459,Female,36-45,Married,Maharashtra,Western,Healthcare,Food,3,4079
9460,Male,51-55,Married,Karnataka,Southern,Media,Footwear & Shoes,1,4078
9461,Female,18-25,Married,Madhya Pradesh,Central,Others,Food,4,4076
9462,Female,18-25,Single,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,1,4075
9463,Female,36-45,Single,Maharashtra,Western,Others,Food,1,4074
9464,Female,26-35,Married,Uttar Pradesh,Central,Aviation,Food,3,4074
9465,Female,51-55,Single,Karnataka,Southern,Aviation,Footwear & Shoes,4,4063
9466,Female,46-50,Single,Gujarat,Western,Aviation,Electronics & Gadgets,2,4061
9467,Female,36-45,Married,Karnataka,Southern,IT Sector,Food,2,4061
9468,Female,36-45,Single,Karnataka,Southern,Others,Footwear & Shoes,1,4061
9469,Female,26-35,Single,Madhya Pradesh,Central,Aviation,Electronics & Gadgets,2,4061
9470,Male,26-35,Married,Maharashtra,Western,Banking,Electronics & Gadgets,4,4060
9471,Male,26-35,Single,Karnataka,Southern,IT Sector,Electronics & Gadgets,2,4059
9472,Female,46-50,Married,Andhra Pradesh,Southern,Healthcare,Food,4,4058
9473,Female,51-55,Married,Punjab,Northern,Others,Electronics & Gadgets,1,4056
9474,Female,26-35,Single,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,1,4056
9475,Female,46-50,Single,Uttar Pradesh,Central,Others,Electronics & Gadgets,1,4056
9476,Female,36-45,Single,Uttar Pradesh,Central,Healthcare,Footwear & Shoes,2,4054
9477,Female,51-55,Married,Andhra Pradesh,Southern,Banking,Electronics & Gadgets,3,4050
9478,Male,36-45,Single,Himachal Pradesh,Northern,Aviation,Electronics & Gadgets,3,4050
9479,Male,18-25,Single,Madhya Pradesh,Central,Others,Electronics & Gadgets,3,4050
9480,Male,36-45,Single,Madhya Pradesh,Central,Aviation,Electronics & Gadgets,1,4050
9481,Female,51-55,Married,Rajasthan,Northern,Banking,Electronics & Gadgets,2,4050
9482,Male,26-35,Single,Jharkhand,Eastern,Healthcare,Food,2,4049
9483,Male,18-25,Married,Uttar Pradesh,Central,Healthcare,Food,2,4049
9484,Male,36-45,Married,Uttar Pradesh,Central,Banking,Electronics & Gadgets,1,4049
9485,Female,26-35,Married,Delhi,Central,Others,Electronics & Gadgets,2,4048
9486,Female,51-55,Single,Himachal Pradesh,Northern,Healthcare,Electronics & Gadgets,4,4046
9487,Female,26-35,Married,Maharashtra,Western,Others,Food,1,4046
9488,Male,26-35,Single,Karnataka,Southern,Healthcare,Electronics & Gadgets,2,4044
9489,Female,51-55,Single,Kerala,Southern,Others,Electronics & Gadgets,2,4044
9490,Female,18-25,Married,Uttar Pradesh,Central,Others,Electronics & Gadgets,2,4044
9491,Female,18-25,Married,Andhra Pradesh,Southern,Others,Food,2,4042
9492,Female,0-17,Single,Gujarat,Western,Banking,Electronics & Gadgets,2,4041
9493,Female,55+,Married,Uttar Pradesh,Central,Banking,Electronics & Gadgets,4,4039
9494,Male,36-45,Single,Karnataka,Southern,Others,Electronics & Gadgets,3,4036
9495,Female,26-35,Single,Andhra Pradesh,Southern,Healthcare,Electronics & Gadgets,1,4035
9496,Female,46-50,Single,Delhi,Central,IT Sector,Food,4,4034
9497,Female,26-35,Single,Rajasthan,Northern,Others,Electronics & Gadgets,3,4033
9498,Female,46-50,Single,Uttar Pradesh,Central,Aviation,Food,3,4033
9499,Male,18-25,Married,Andhra Pradesh,Southern,Govt,Electronics & Gadgets,1,4030
9500,Female,18-25,Single,Jharkhand,Eastern,Healthcare,Electronics & Gadgets,2,4028
9501,Female,18-25,Single,Telangana,Southern,Healthcare,Electronics & Gadgets,1,4028
9502,Male,55+,Single,Madhya Pradesh,Central,Healthcare,Electronics & Gadgets,3,4023
9503,Female,46-50,Married,Uttar Pradesh,Central,Healthcare,Electronics & Gadgets,3,4022
9504,Female,26-35,Married,Punjab,Northern,Hospitality,Electronics & Gadgets,4,4016
9505,Male,0-17,Married,Haryana,Northern,Healthcare,Food,1,4014
9506,Female,0-17,Married,Kerala,Southern,Others,Electronics & Gadgets,3,4013
9507,Female,26-35,Single,Haryana,Northern,IT Sector,Electronics & Gadgets,2,4012
9508,Male,26-35,Single,Maharashtra,Western,Aviation,Electronics & Gadgets,2,4008
9509,Female,26-35,Married,Bihar,Eastern,Others,Food,2,4007
9510,Female,26-35,Single,Delhi,Central,IT Sector,Electronics & Gadgets,4,4005
9511,Female,46-50,Single,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,2,4003
9512,Female,46-50,Single,Madhya Pradesh,Central,Aviation,Electronics & Gadgets,4,4003
9513,Female,51-55,Married,Madhya Pradesh,Central,Others,Electronics & Gadgets,3,4000
9514,Male,26-35,Married,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,2,3997
9515,Female,36-45,Single,Uttarakhand,Central,Aviation,Electronics & Gadgets,4,3996
9516,Female,26-35,Single,Telangana,Southern,Others,Food,4,3994
9517,Male,36-45,Single,Uttarakhand,Central,Banking,Furniture,4,3992
9518,Female,26-35,Married,Madhya Pradesh,Central,Banking,Food,4,3991
9519,Female,55+,Single,Bihar,Eastern,Healthcare,Electronics & Gadgets,2,3988
9520,Female,46-50,Single,Haryana,Northern,IT Sector,Electronics & Gadgets,3,3987
9521,Female,46-50,Single,Maharashtra,Western,Healthcare,Electronics & Gadgets,1,3987
9522,Female,51-55,Married,Maharashtra,Western,Banking,Food,2,3987
9523,Male,26-35,Married,Maharashtra,Western,Banking,Electronics & Gadgets,3,3985
9524,Female,18-25,Single,Gujarat,Western,Others,Food,4,3984
9525,Female,18-25,Married,Andhra Pradesh,Southern,Others,Electronics & Gadgets,3,3982
9526,Female,26-35,Single,Rajasthan,Northern,Aviation,Electronics & Gadgets,3,3980
9527,Male,46-50,Married,Bihar,Eastern,Healthcare,Electronics & Gadgets,1,3977
9528,Female,0-17,Married,Maharashtra,Western,Aviation,Electronics & Gadgets,1,3977
9529,Male,18-25,Single,Delhi,Central,Others,Electronics & Gadgets,4,3975
9530,Female,18-25,Married,Maharashtra,Western,Aviation,Food,4,3975
9531,Female,55+,Single,Delhi,Central,Others,Food,1,3971
9532,Female,26-35,Married,Maharashtra,Western,Aviation,Electronics & Gadgets,2,3970
9533,Female,51-55,Married,Bihar,Eastern,IT Sector,Food,4,3969
9534,Female,26-35,Single,Gujarat,Western,Others,Electronics & Gadgets,3,3969
9535,Female,26-35,Single,Jharkhand,Eastern,Others,Electronics & Gadgets,2,3969
9536,Female,26-35,Single,Himachal Pradesh,Northern,Others,Electronics & Gadgets,2,3967
9537,Female,18-25,Single,Punjab,Northern,Healthcare,Electronics & Gadgets,1,3967
9538,Male,26-35,Married,Delhi,Central,Hospitality,Electronics & Gadgets,3,3966
9539,Female,18-25,Single,Karnataka,Southern,Healthcare,Food,1,3965
9540,Male,26-35,Married,Madhya Pradesh,Central,Others,Electronics & Gadgets,1,3965
9541,Male,18-25,Single,Delhi,Central,Others,Electronics & Gadgets,3,3964
9542,Female,46-50,Single,Gujarat,Western,IT Sector,Food,3,3963
9543,Male,26-35,Married,Karnataka,Southern,Healthcare,Food,2,3961
9544,Female,26-35,Single,Haryana,Northern,IT Sector,Electronics & Gadgets,4,3960
9545,Male,46-50,Married,Madhya Pradesh,Central,Hospitality,Food,3,3960
9546,Female,26-35,Single,Madhya Pradesh,Central,Others,Electronics & Gadgets,1,3956
9547,Female,18-25,Single,Maharashtra,Western,Govt,Food,4,3956
9548,Female,26-35,Single,Maharashtra,Western,Aviation,Food,1,3948
9549,Female,46-50,Single,Rajasthan,Northern,Healthcare,Electronics & Gadgets,1,3947
9550,Female,36-45,Single,Uttarakhand,Central,Hospitality,Electronics & Gadgets,1,3947
9551,Female,26-35,Married,Bihar,Eastern,Others,Electronics & Gadgets,3,3942
9552,Male,26-35,Married,Madhya Pradesh,Central,Others,Food,4,3942
9553,Female,26-35,Married,Telangana,Southern,Others,Electronics & Gadgets,2,3942
9554,Male,46-50,Single,Uttar Pradesh,Central,Healthcare,Food,1,3935
9555,Male,51-55,Single,Uttarakhand,Central,Govt,Food,4,3934
9556,Female,36-45,Single,Andhra Pradesh,Southern,Hospitality,Electronics & Gadgets,3,3933
9557,Male,46-50,Single,Karnataka,Southern,Others,Food,3,3933
9558,Female,26-35,Married,Madhya Pradesh,Central,Media,Food,4,3932
9559,Female,51-55,Married,Andhra Pradesh,Southern,Healthcare,Food,2,3928
9560,Female,36-45,Married,Uttar Pradesh,Central,IT Sector,Others,4,3928
9561,Female,26-35,Single,Gujarat,Western,Hospitality,Electronics & Gadgets,2,3927
9562,Female,36-45,Single,Uttar Pradesh,Central,Healthcare,Electronics & Gadgets,1,3927
9563,Female,55+,Single,Maharashtra,Western,Govt,Electronics & Gadgets,3,3925
9564,Female,26-35,Married,Bihar,Eastern,IT Sector,Electronics & Gadgets,3,3924
9565,Female,18-25,Married,Karnataka,Southern,IT Sector,Food,1,3923
9566,Female,18-25,Single,Maharashtra,Western,Others,Food,3,3920
9567,Female,46-50,Single,Uttar Pradesh,Central,Others,Electronics & Gadgets,2,3918
9568,Female,46-50,Single,Uttar Pradesh,Central,Others,Others,4,3918
9569,Female,36-45,Single,Maharashtra,Western,IT Sector,Others,3,3911
9570,Male,26-35,Married,Haryana,Northern,Media,Electronics & Gadgets,1,3910
9571,Male,26-35,Married,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,1,3910
9572,Female,36-45,Single,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,1,3908
9573,Female,36-45,Single,Delhi,Central,Aviation,Food,1,3905
9574,Female,51-55,Single,Gujarat,Western,Others,Food,3,3903
9575,Female,26-35,Married,Maharashtra,Western,Healthcare,Household items,1,3900
9576,Female,26-35,Married,Maharashtra,Western,Healthcare,Household items,4,3900
9577,Male,46-50,Married,Maharashtra,Western,Healthcare,Food,2,3898
9578,Female,26-35,Single,Punjab,Northern,Others,Electronics & Gadgets,1,3897
9579,Female,26-35,Married,Maharashtra,Western,Others,Household items,1,3896
9580,Female,26-35,Single,Uttar Pradesh,Central,Govt,Household items,2,3895
9581,Male,18-25,Single,Karnataka,Southern,IT Sector,Household items,4,3894
9582,Male,26-35,Single,Rajasthan,Northern,IT Sector,Household items,4,3894
9583,Female,26-35,Married,Karnataka,Southern,Govt,Household items,2,3893
9584,Male,36-45,Single,Karnataka,Southern,Healthcare,Household items,4,3892
9585,Female,36-45,Single,Karnataka,Southern,IT Sector,Food,2,3892
9586,Female,26-35,Married,Karnataka,Southern,IT Sector,Household items,4,3891
9587,Male,46-50,Single,Karnataka,Southern,Hospitality,Household items,3,3890
9588,Female,18-25,Single,Maharashtra,Western,Others,Household items,1,3890
9589,Female,18-25,Single,Maharashtra,Western,Others,Household items,2,3890
9590,Female,26-35,Married,Uttar Pradesh,Central,Banking,Food,1,3890
9591,Male,26-35,Married,Uttarakhand,Central,Others,Food,2,3890
9592,Female,51-55,Single,Jharkhand,Eastern,Others,Electronics & Gadgets,2,3889
9593,Female,26-35,Single,Maharashtra,Western,IT Sector,Food,4,3889
9594,Female,18-25,Married,Uttarakhand,Central,Govt,Household items,4,3888
9595,Female,46-50,Single,Andhra Pradesh,Southern,Others,Electronics & Gadgets,2,3887
9596,Male,36-45,Single,Delhi,Central,Others,Household items,4,3887
9597,Male,26-35,Married,Himachal Pradesh,Northern,Others,Household items,2,3887
9598,Female,26-35,Married,Karnataka,Southern,Others,Household items,2,3887
9599,Female,26-35,Single,Maharashtra,Western,IT Sector,Household items,2,3887
9600,Female,26-35,Married,Karnataka,Southern,IT Sector,Household items,3,3886
9601,Female,26-35,Single,Maharashtra,Western,Aviation,Food,3,3885
9602,Male,36-45,Single,Gujarat,Western,Others,Household items,4,3884
9603,Female,26-35,Married,Delhi,Central,Govt,Household items,3,3883
9604,Female,26-35,Married,Karnataka,Southern,IT Sector,Household items,1,3883
9605,Female,26-35,Married,Maharashtra,Western,Aviation,Household items,3,3881
9606,Female,26-35,Married,Punjab,Northern,IT Sector,Electronics & Gadgets,4,3881
9607,Female,36-45,Married,Maharashtra,Western,Aviation,Household items,2,3879
9608,Female,26-35,Single,Delhi,Central,Others,Household items,1,3878
9609,Female,36-45,Single,Gujarat,Western,Others,Food,4,3878
9610,Male,36-45,Single,Jharkhand,Eastern,Banking,Household items,2,3878
9611,Female,26-35,Single,Karnataka,Southern,Healthcare,Household items,4,3878
9612,Male,26-35,Married,Rajasthan,Northern,IT Sector,Household items,4,3878
9613,Female,36-45,Single,Maharashtra,Western,Banking,Food,3,3877
9614,Female,26-35,Single,Maharashtra,Western,IT Sector,Household items,4,3876
9615,Female,46-50,Single,Maharashtra,Western,Healthcare,Food,3,3875
9616,Male,18-25,Married,Kerala,Southern,IT Sector,Household items,4,3873
9617,Male,26-35,Married,Delhi,Central,IT Sector,Household items,2,3872
9618,Male,46-50,Single,Delhi,Central,IT Sector,Food,3,3872
9619,Female,18-25,Single,Karnataka,Southern,Others,Household items,1,3872
9620,Female,18-25,Married,Maharashtra,Western,Hospitality,Household items,1,3872
9621,Male,26-35,Single,Jharkhand,Eastern,IT Sector,Household items,1,3869
9622,Female,18-25,Married,Karnataka,Southern,IT Sector,Household items,3,3869
9623,Female,46-50,Single,Karnataka,Southern,IT Sector,Household items,4,3869
9624,Female,26-35,Single,Delhi,Central,Others,Household items,1,3868
9625,Female,26-35,Single,Madhya Pradesh,Central,Others,Food,2,3867
9626,Male,36-45,Single,Delhi,Central,Others,Food,1,3866
9627,Female,26-35,Single,Maharashtra,Western,Healthcare,Household items,1,3866
9628,Female,26-35,Single,Karnataka,Southern,Aviation,Household items,2,3865
9629,Male,26-35,Single,Uttar Pradesh,Central,Others,Food,4,3865
9630,Male,26-35,Single,Haryana,Northern,Others,Household items,2,3864
9631,Male,26-35,Married,Uttar Pradesh,Central,Media,Household items,2,3864
9632,Female,18-25,Married,Kerala,Southern,IT Sector,Household items,3,3863
9633,Female,26-35,Married,Delhi,Central,Others,Household items,4,3862
9634,Male,36-45,Married,Delhi,Central,Others,Household items,1,3862
9635,Male,36-45,Married,Punjab,Northern,Others,Household items,2,3862
9636,Male,36-45,Married,Karnataka,Southern,Govt,Household items,2,3861
9637,Female,26-35,Married,Karnataka,Southern,IT Sector,Household items,2,3860
9638,Female,26-35,Single,Delhi,Central,Healthcare,Household items,2,3858
9639,Female,26-35,Single,Kerala,Southern,IT Sector,Household items,4,3858
9640,Male,26-35,Married,Delhi,Central,Govt,Household items,3,3857
9641,Male,51-55,Single,Maharashtra,Western,IT Sector,Household items,3,3857
